codigo,titulo,autor,fecha_publicacion,precio
590481371,I Spy Spooky Night: A Book of Picture Riddles (I Spy Books),Walter Wick,1996,7.92
067103619X,Lake News,Barbara Delinsky,2000,4.34
684177730,The SKULL BENEATH THE SKIN,P. D. James,1982,1.93
684180200,NEW SHOE,Arthur William Upfield,1983,61.0
743411269,An Accidental Woman,Barbara Delinsky,2003,10.18
743470389,The Snow Garden,Christopher Rice,2004,12.69
076218857X,The Doorbell Rang (The Best Mysteries of All Time),Rex Stout,2000,30.39
767905938,A Year by the Sea: Thoughts of an Unfinished Woman,Joan Anderson,2000,21.52
800706544,Though I walk through the valley,Vance Havner,1974,52.1
801096677,Victorious Christians You Should Know,Warren W. Wiersbe,1984,9.87
849953014,Life Lessons: Book Of Hebrews,Max Lucado,1997,23.76
891091963,Inside out,Lawrence J Crabb,1988,11.82
915811537,Son Rise: The Miracle Continues,Barry Neil Kaufman,1994,56.12
927545373,Unveiled at Last,Bob Sjogren,1988,14.79
1575024179,The Day I Almost Quit,Frederick J. Moody,1997,7.59
1880185008,"Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home",Neal Pirolo,1991,4.77
140345809,House of Stairs,William Sleator,1991,3.84
156528207,The Little Prince,Antoine de Saint-Exup�cry,1968,24.49
380012863,Jonathan Livingston Seagull,Richard Bach,1976,10.84
451154916,The Crystal Handbook,Kevin Sullivan,1996,38.1
785815147,Simple Wicca (Simple Wisdom Book),Michele Morgan,2002,7.15
875421288,"The Complete Book of Incense, Oils &amp; Brews (Llewellyn's Practical Magick)","Scott, Cunningham",1989,36.86
1567184294,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",David Allen Hulse,2000,20.73
156718796X,Astral Travel for Beginners (For Beginners),Richard Webster,1998,6.56
1862047626,New Perspectives: Runes,Bernard King,2000,15.53
20437501,Rosie'S Walk,Pat Hutchins,1971,16.73
198320264,Julius Caesar (Oxford School Shakespeare),William Shakespeare,2001,5.0
373196989,"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)",Melissa McClone,2003,7.66
373245580,"Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558)",Cheryl St. John,2003,15.67
451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,6.55
671867113,Moonlight Becomes You,Mary Higgins Clark,1997,3.9
812504208,The Adventures of Tom Sawyer,Mark Twain,1989,10.26
60173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,9.64
60973897,Lakota Woman,Dog Mary Crow,1991,3.79
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,66.2
140104682,"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960",Linda Gordon,1989,47.5
312143370,The Florence King Reader,Florence King,1996,29.06
316666343,The Lovely Bones: A Novel,Alice Sebold,2002,33.42
039456894X,Impossible Vacation,Spalding Gray,1992,6.57
440224675,Hannibal,Thomas Harris,2000,8.32
449002632,London : The Novel,EDWARD RUTHERFURD,1998,8.66
449213773,Life Before Man,Margaret Atwood,1990,36.91
452279690,Cavedweller,Dorothy Allison,1999,6.77
553569058,The Robber Bride,Margaret Atwood,1995,6.59
679427430,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,1993,23.71
679725393,The House of Mirth (Library of America),Edith Wharton,1990,8.24
802114369,Ohitika Woman,Mary Brave Bird,1993,26.31
803233019,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,1988,1.57
819154946,The Community in America,Roland Warren,1987,10.6
897322339,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",Johnny Molloy,1997,38.32
940322978,Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,2002,11.67
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,15.16
1579651658,The Journey From Here,Bill Bradley,2000,10.23
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,12.15
8401351421,El desarrollo de Leonardo da Vinci (Biografías y memorias),Luis Racionero,1986,3.53
8423324311,Gastronomia divina (L'a�ncora),Eugeni Perea Simón,1994,8.67
8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982,6.77
8429734996,Hotel Europa (El Balancí),Vicenç Villatoro,1992,5.27
8429736131,La dona dels ulls de pluja: Barcelona anys 90 (El Balancí),Víctor Mora,1993,5.76
8440616252,El paraíso (Tiempos modernos),Elena Castedo,1991,19.3
8472224260,Negra i consentida (Col�lecció El Mirall),Of�lia Dracs,1983,2.43
8472227421,Essa efa (Col�lecció El Mirall i el temps),Of�lia Dracs,1985,15.29
8474103347,Espurnes de sang (La Negra),Antoni Serra,1987,5.57
8475960936,Les llengües d'Africa (Biblioteca universal Empúries),M. Carme Junyent,1986,52.33
8477830029,Trànsit (Area contemporània),Jaume Capó,1987,57.79
8478091246,L'home del sac,Màrius Serra,1990,6.58
8478097732,Gràcies per la propina (Columna),Ferran Torrent,1995,8.17
8478098267,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,1995,22.23
8478800336,Cómo ser una mujer y no morir en el intento (Colección El Papagayo),Carmen Rico-Godoy,1990,53.5
8478884963,Una casa en Irlanda,Maeve Binchy,1999,36.0
8483002523,La mirada del tafur (Col�lecció clàssica),Ferran Torrent,1997,14.05
8486433193,Amorrada al piló (Columna),Maria Ja�cn,1986,14.44
600586898,Blur (Melody Maker),Paul Lester,1995,1.77
1853260622,War and Peace (Wordsworth Classics),Leo Tolstoy,1997,3.45
1857938011,A-Z of Behaving Badly,Simon Nye,1996,47.43
60804157,He Understanding Masculine Psychology,Robert A Johnson,1977,16.37
8466601090,Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,2002,7.7
140382658,You Can Surf the Net: Your Guide to the World of the Internet,Marc Gascoigne,1996,2.98
152012966,I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,1997,18.51
312283784,Alice's Tulips,Sandra Dallas,2001,16.24
345297709,Centaur Aisle,Piers Anthony,1982,12.57
345313097,Crewel Lye,Piers Anthony,1985,1.55
345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,1991,4.44
345416848,Last Sword of Power (Stones of Power),David Gemmell,1997,11.0
385333404,Dating Big Bird,Laura Zigman,2000,7.48
044021145X,The Firm,John Grisham,1992,8.45
449212084,Murder at the Kennedy Center (Capital Crime Mysteries),Margaret Truman,1990,9.1
553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",Nic Kynaston,2000,10.4
590947257,Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,1997,15.05
074345829X,Philip Jose Farmer's The Dungeon,Richard A. Lupoff,2003,34.2
786913878,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Carrie Bebris,2001,20.45
801491827,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",Ellen Carol Dubois,1980,2.46
816729913,Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,1993,13.64
843136685,Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,Sam Bobrick,1994,5.32
866119531,Black Beauty (Great Illustrated Classics (Playmore)),Anna Sewell,2000,3.08
866119566,Oliver Twist (Great Illustrated Classics),Charles Dickens,1989,59.31
870441663,The wild ponies of Assateague Island (Books for young explorers),Donna K Grosvenor,1975,20.07
1561561428,Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1992,43.0
553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,3.62
553258524,Dragonsong (Harper Hall Trilogy),Anne McCaffrey,1977,24.91
688163726,The Watch House,Robert Westall,1998,15.04
1569471096,Was It Something I Said?,Valerie Block,1998,9.25
055358099X,Cloud Nine,Luanne Rice,2000,9.79
316168815,The Lovely Bones,Alice Sebold,2004,7.3
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,1996,3.09
316314927,Sarah Conley,Ellen Gilchrist,1998,47.06
345424719,A Widow for One Year,JOHN IRVING,1999,81.36
375414746,The Clearing,TIM GAUTREAUX,2003,1.85
375726403,Empire Falls,Richard Russo,2002,10.26
385503857,Oryx and Crake,Margaret Atwood,2003,15.1
425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,1997,5.36
440226104,Black and Blue,ANNA QUINDLEN,1999,4.68
452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,14.0
553802488,The Face,DEAN KOONTZ,2003,6.68
671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,7.86
767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,1999,10.0
805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,10.94
679777431,"The Game of Kings (Lymond Chronicles, 1)",DOROTHY DUNNETT,1997,18.78
553285343,"RUSSIA HOUSE, THE",JOHN LE CARRE,1990,4.19
486285529,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),A. C. Gordon,1995,3.18
671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,11.63
812523385,Selected Poems of Emily Dickinson,Emily Dickinson,1995,5.03
895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,1993,3.7
20199090,Joshua In the Holy Land,Joseph Girzone,1993,15.89
385495145,The Messenger,JOSEPH GIRZONE,2002,19.66
679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,1991,4.78
842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,2.33
345451260,Househusband,AD HUDLER,2002,2.29
740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,2002,6.47
380973545,Letters from a Nut,Ted L. Nancy,1999,5.36
393321576,Karl Marx: A Life,Francis Wheen,2001,34.15
743424425,The Shining,Stephen King,2001,20.86
786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,1.68
446610178,The Sky Is Falling,Sidney Sheldon,2001,40.6
684854953,Santa Pete : A Novel Of Christmas Present And Past,Christopher Moore,1998,7.4
743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2002,5.11
380617625,The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,1983,7.02
380732335,Florida Road Kill: A Novel,Tim Dorsey,2000,8.33
385337132,The 37th Hour,JODI COMPTON,2003,9.36
440235057,Be Cool,Elmore Leonard,2000,39.15
445402040,The Hunted,Elmore Leonard,1986,12.32
618119760,The Saints of Big Harbour: A Novel,Lynn Coady,2002,10.55
871138646,Old Flames,John Lawton,2003,27.94
26329859,From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,1995,4.92
60621257,Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,1988,24.97
60915544,The Bean Trees,Barbara Kingsolver,1989,3.0
60917016,Homeland and Other Stories,Barbara Kingsolver,1990,4.15
60925000,"A Suitable Boy : Novel, A",Vikram Seth,1994,49.75
60932759,Daughter of Fortune,Isabel Allende,2000,19.23
61000280,The Fly on the Wall,Tony Hillerman,1990,14.0
192815318,Cranford (The World's Classics),Elizabeth Gaskell,1982,1.54
312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,9.33
380792664,The Right Hand of Amon,Lauren Haney,1997,15.6
393048977,Last Blue: Poems,Gerald Stern,2000,3.43
399137807,The Cat Who Wasn't There,Lilian Jackson Braun,1992,8.06
039914739X,Isle of Dogs,Patricia Daniels Cornwell,2001,4.07
451203046,Light a Penny Candle,Maeve Binchy,2001,9.32
451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,16.78
451523318,Turn of the Screw and Short N,Henry James,1978,6.65
486281965,The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,1994,7.83
486292940,Early Poems (Dover Thrift Editions),William Carlos Williams,1997,10.51
051762639X,Barchester Towers (Oxford Pocket Classics),Anthony Trollope,1986,5.84
684824442,REEF,Edith Wharton,1996,12.75
743458303,Wednesday the Rabbi Got Wet,Harry Kemelman,2003,43.92
081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,2003,5.88
819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,1991,9.23
880011025,Unattainable Earth,Czeslaw Milosz,1987,10.88
1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,1998,9.94
1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,1992,5.17
486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,1941,26.25
312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,4.68
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,0,11.36
887641486X,I Giorni Dell'abbandono,Elena Ferrante,2002,4.37
140370900,The Gizmo,Paul Jennings,1995,23.21
674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",1993,4.47
30096189,Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,1994,12.41
312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,1998,24.66
345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,1992,14.11
395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,1995,1.34
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,1996,24.55
823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,1983,12.4
679310002,Going down swinging,Billie Livingston,1999,17.82
312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,37.78
316171107,Like a Hole in the Head,Jen Banbury,1998,3.75
380710218,Postmortem,Patricia Daniels Cornwell,1993,7.98
515118656,The Cove,Catherine Coulter,1996,7.92
553289063,An Inconvenient Woman,Dominick Dunne,1991,16.81
671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,9.52
671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,2.38
1561672033,Antipodes 10,John Pascal,1995,84.6
425178242,Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,2001,3.9
618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,2002,6.26
156027321,Life of Pi,Yann Martel,2003,18.76
375403582,Rules of the Wild,Francesca Marciano,1998,13.96
385721420,Three Junes,JULIA GLASS,2003,16.16
451202341,Back Roads,Tawni O'Dell,2001,6.78
743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,2.43
385335407,The Kiss,Danielle Steel,2001,10.39
965746828,Home Spun: A Collection,Leon Hale,1997,8.86
60923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,1992,7.42
486272664,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,1992,2.71
786015276,11th Hour,Bradley Warshauer,2003,7.51
60913509,In Country RI,Bobbie Ann Mason,1986,2.58
553272837,Brazen Virtue,Nora Roberts,1996,2.17
440225078,Ghost Moon,Karen Robards,2001,3.61
312145543,Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen,1996,29.76
425181111,Strangers,Dean R. Koontz,2002,5.49
380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,8.18
140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,1999,4.11
373484100,Night Tales,Nora Roberts,2000,15.68
449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,49.06
553107305,Chopping Spree,DIANE MOTT DAVIDSON,2002,17.52
080213825X,Four Blondes,Candace Bushnell,2001,12.72
515127833,River's End,Nora Roberts,2003,15.21
345441133,Summer Island,KRISTIN HANNAH,2002,18.93
515134279,The Straw Men,Michael Marshall,2002,4.37
945586051,The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome,1989,17.43
385490992,The Street Lawyer,John Grisham,1998,3.84
385424728,The Chamber,John Grisham,1994,6.59
312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,2002,13.86
590419625,The Teacher from the Black Lagoon,Mike Thaler,1989,6.29
385472951,The Partner,John Grisham,1997,6.65
451195663,Primal Scream,Michael Slade,1998,3.01
425182878,Chosen Prey,John Sandford,2004,5.0
553564528,Guilty as Sin,TAMI HOAG,1997,8.88
055356451X,Night Sins,TAMI HOAG,1995,20.97
743412621,The Second Time Around : A Novel,Mary Higgins Clark,2004,3.55
849943728,Three,Ted Dekker,2003,2.51
849943450,The Canopy,Angela Elwell Hunt,2003,33.82
084994371X,Blink,Ted Dekker,2003,11.09
590406019,Last Battle,C. S. Lewis,1988,6.12
20442408,Prince Caspian,C. S. Lewis,1970,40.0
553225987,Robert's Rules of Order,William Eisner,1986,9.62
042517736X,Abduction,Robin Cook,2000,7.26
671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,2000,7.77
038549825X,Not a Day Goes By : A Novel,E. LYNN HARRIS,2001,6.37
553202294,Sun Signs,Linda Goodman,1981,8.5
345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,3.64
345369947,The Mummy or Ramses the Damned,Anne Rice,1991,7.43
067170124X,HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,1991,11.36
345353625,Her Mother's Daughter,Marilyn French,1990,9.82
308102282,Your Erroneous Zones,Wayne W. Dyer,1976,11.35
006017143X,The Night Listener,Armistead Maupin,2000,9.44
805056491,Organizing from the Inside Out,Julie Morgenstern,1998,15.29
679401377,The Hellfire Club,Peter Straub,1996,1.59
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack,1993,22.39
385306032,Vanished,Danielle Steel,1993,5.51
816152446,The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford,1991,23.68
821772953,The Morning After,Lisa Jackson,2004,20.67
345379454,Missing Susan,SHARYN MCCRUMB,1992,8.76
553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,15.54
743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,2002,5.94
688169678,We Are Our Mothers' Daughters,Cokie Roberts,2000,24.83
439319552,Horus's Horrible Day (First Graders from Mars),Shana Corey,2001,5.72
590870157,My Garden (Beginning Literacy),Jesse S. Ostrow,1994,7.67
307001164,101 Dalmatians,Justine Korman,1996,18.58
440441501,In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,1987,4.94
590687301,Ralph S. Mouse,Beverly Cleary,2000,4.07
439061644,"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,1999,5.52
439569842,How Do Dinosaurs Learn to Read,Jane Yolen,2003,3.16
307118703,My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,1997,13.68
590418858,You Be the Jury #02,Marvin Miller,1989,28.68
030720152X,Comic Characters,Craig Boldman,1983,8.35
816728739,The Time Machine (Troll Illustrated Classics),H. G. Wells,1992,53.06
865050880,I Like School (in My World Series),Bobbie Kalman,1985,15.21
812519655,Sacred Ground,Mercedes Lackey,1995,10.63
812524853,Burning Water (Burning Water),Mercedes Lackey,1992,1.67
449211770,The Tightrope Walker,Dorothy Gilman,1997,3.22
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,4.32
